fixture_id,date,status,home_team,away_team,home_goals,away_goals,home_attack_form,home_defense_form,away_attack_form,away_defense_form
1006018,2023-12-03T21:30:00+00:00,FT,America Mineiro,Bahia,3,2,0.42744169582071795,2.9407186929872924,1.3859245846276165,1.193480303396028
1006015,2023-12-03T21:30:00+00:00,FT,Gremio,Vasco DA Gama,1,0,1.4286841922812819,1.70319191837835,1.3927456757234693,1.83120562683121
1006016,2023-12-03T21:30:00+00:00,FT,Atletico Paranaense,Santos,3,0,0.719432392425378,0.8000181564399673,0.5325915557763865,1.456124173358367
1006017,2023-12-03T21:30:00+00:00,FT,Fortaleza EC,Goias,1,0,1.5707721755378363,1.5229094303338007,0.6947286653716411,1.5535477974377279
1006013,2023-12-03T21:30:00+00:00,FT,RB Bragantino,Coritiba,1,0,0.7165615602595645,1.3602664573092549,1.2089912523838389,1.1401698910293752
1006023,2023-12-06T22:00:00+00:00,FT,Goias,America Mineiro,1,0,0.4631523728976812,1.3690318086391629,1.2849613922855907,2.6271456996138145
1006020,2023-12-07T00:30:00+00:00,FT,Vasco DA Gama,RB Bragantino,2,1,0.9284969754475892,1.5541369999852235,0.811041069010771,0.9068441664759624
1006024,2023-12-07T00:30:00+00:00,FT,Cruzeiro,Palmeiras,1,1,0.7173960865489042,0.5600137882651213,2.087477773708787,0.6083066919839866
1006022,2023-12-07T00:30:00+00:00,FT,Santos,Fortaleza EC,1,2,0.35506098299707534,1.9707496059833238,1.3805147256201178,1.0152727986112946
1006026,2023-12-07T00:30:00+00:00,FT,Coritiba,Corinthians,0,2,0.8059940452501319,1.093446579758352,1.6377123543379382,2.0232305068190213
1006019,2023-12-07T00:30:00+00:00,FT,Fluminense,Gremio,2,3,1.2174788552781628,0.702775021450888,1.2857894179054643,1.135461105631941
1006025,2023-12-07T00:30:00+00:00,FT,Internacional,Botafogo,3,1,1.5377930630260048,0.8273057083721952,0.9240419380184358,1.0173427882154915
1006027,2023-12-07T00:30:00+00:00,FT,Bahia,Atletico-MG,4,1,1.590616452229296,1.7956537193971345,2.2637648416917546,0.6019696597125406
1006021,2023-12-07T00:30:00+00:00,FT,Sao Paulo,Flamengo,1,0,0.6857385452205096,0.8713901929025567,1.5412952985668504,1.1535442484067266
1006028,2023-12-07T00:30:00+00:00,FT,Cuiaba,Atletico Paranaense,3,0,0.7848425946027762,1.2979774407588396,1.4796218269808419,0.5333453562308187
